word_id	seg_id	language	orth	phon	start	end	duration	lemma	POS	TAG	file	spkr_id	num_phon	split
DEU035_15_11	DEU035_15	DEU	schwächen	S v C etu n	2.81	3.3	0.49	schwächen	VERB	VVINF	German/wav/035/GE035_15.wav	DEU035	5	DEV
DEU035_62_4	DEU035_62	DEU	beweisen	b etu v a i z etu n	1.28	1.77	0.49	beweisen	VERB	VVINF	German/wav/035/GE035_62.wav	DEU035	8	DEV
DEU028_55_13	DEU028_55	DEU	denkt	d e ng k t	5.01	5.45	0.44	denken	VERB	VVFIN	German/wav/028/GE028_55.wav	DEU028	5	DEV
DEU045_89_11	DEU045_89	DEU	spiegele	S p il g etu l etu	3.95	4.31	0.36	spiegeln	VERB	VVFIN	German/wav/045/GE045_89.wav	DEU045	7	DEV
DEU063_2_4	DEU063_2	DEU	getreten	g etu t r el t etu n	1.38	1.9	0.52	treten	VERB	VVPP	German/wav/063/GE063_2.wav	DEU063	8	DEV
DEU002_195_15	DEU002_195	DEU	bekommen	b etu k o m etu n	5.75	6.34	0.59	bekommen	VERB	VVINF	German/wav/002/GE002_195.wav	DEU002	7	DEV
DEU021_58_11	DEU021_58	DEU	aufgebrochen	a u f g etu b r o x etu n	4.53	5.25	0.72	aufbrechen	VERB	VVPP	German/wav/021/GE021_58.wav	DEU021	11	DEV
DEU017_188_16	DEU017_188	DEU	liegt	l il k t	5.61	5.77	0.16	liegen	VERB	VVFIN	German/wav/017/GE017_188.wav	DEU017	4	DEV
DEU006_87_25	DEU006_87	DEU	biegen	b il g etu n	12.17	12.56	0.39	biegen	VERB	VVFIN	German/wav/006/GE006_87.wav	DEU006	5	DEV
DEU006_34_6	DEU006_34	DEU	motiviert	m ol t il v il r t	2.95	3.53	0.58	motivieren	VERB	VVPP	German/wav/006/GE006_34.wav	DEU006	8	DEV
DEU066_24_9	DEU066_24	DEU	herausstellt	h e r a u s S t e l t	2.84	3.55	0.71	herausstellen	VERB	VVFIN	German/wav/066/GE066_24.wav	DEU066	11	DEV
DEU056_27_2	DEU056_27	DEU	mutet	m ul t etu t	0.55	0.89	0.34	muten	VERB	VVFIN	German/wav/056/GE056_27.wav	DEU056	5	DEV
DEU045_56_10	DEU045_56	DEU	postuliert	p o s t ul l il r t	3.31	3.91	0.6	postulieren	VERB	VVPP	German/wav/045/GE045_56.wav	DEU045	9	DEV
DEU064_31_10	DEU064_31	DEU	votierten	v ol t il r t etu n	4.71	5.21	0.5	votierten	VERB	VVFIN	German/wav/064/GE064_31.wav	DEU064	8	DEV
DEU057_34_22	DEU057_34	DEU	förderten	f r d etu r t etu n	8.48	8.96	0.48	fördern	VERB	VVFIN	German/wav/057/GE057_34.wav	DEU057	8	DEV
DEU008_73_12	DEU008_73	DEU	ausgegeben	a u s g etu g el b etu n	3.5	4.17	0.67	ausgeben	VERB	VVPP	German/wav/008/GE008_73.wav	DEU008	10	DEV
DEU029_81_19	DEU029_81	DEU	zugeschlagen	ts ul g etu S l al g etu n	9.6	10.29	0.69	zuschlagen	VERB	VVPP	German/wav/029/GE029_81.wav	DEU029	10	DEV
DEU030_3_8	DEU030_3	DEU	umziehe	u m ts il etu	2.61	3.17	0.56	umziehen	VERB	VVFIN	German/wav/030/GE030_3.wav	DEU030	5	DEV
DEU008_82_11	DEU008_82	DEU	konstatieren	k o n s t a t il r etu n	3.63	4.38	0.75	konstatieren	VERB	VVFIN	German/wav/008/GE008_82.wav	DEU008	11	DEV
DEU001_3_12	DEU001_3	DEU	verziehen	f e r ts il etu n	4.32	4.77	0.45	verzeihen	VERB	VVPP	German/wav/001/GE001_3.wav	DEU001	7	DEV
DEU024_195_12	DEU024_195	DEU	eingeräumt	a i n g etu r u m t	5.44	6.03	0.59	einräumen	VERB	VVPP	German/wav/024/GE024_195.wav	DEU024	9	DEV
DEU061_14_3	DEU061_14	DEU	alarmierte	a l a r m il r t etu	1.63	2.27	0.64	alarmieren	VERB	VVFIN	German/wav/061/GE061_14.wav	DEU061	9	DEV
DEU009_127_18	DEU009_127	DEU	befördert	b etu f r d etu r t	7.39	7.9	0.51	befördern	VERB	VVPP	German/wav/009/GE009_127.wav	DEU009	8	DEV
DEU059_76_8	DEU059_76	DEU	umstrukturiert	u m S t r u k t ul r il r t	2.79	3.61	0.82	umstrukturieren	VERB	VVPP	German/wav/059/GE059_76.wav	DEU059	13	DEV
DEU026_51_2	DEU026_51	DEU	griff	g r i f	0.68	0.98	0.3	griff	VERB	VVFIN	German/wav/026/GE026_51.wav	DEU026	4	DEV
DEU051_2_6	DEU051_2	DEU	flattern	f l a t etu r n	1.8	2.17	0.37	flattern	VERB	VVFIN	German/wav/051/GE051_2.wav	DEU051	7	DEV
DEU008_79_6	DEU008_79	DEU	gedacht	g etu d a x t	1.69	2.21	0.52	gedenken	VERB	VVPP	German/wav/008/GE008_79.wav	DEU008	6	DEV
DEU014_161_27	DEU014_161	DEU	verrückt	f e r r k t	8.64	9.08	0.44	verrücken	VERB	VVPP	German/wav/014/GE014_161.wav	DEU014	6	DEV
DEU022_41_5	DEU022_41	DEU	ausgestiegen	a u s g etu S t il g etu n	1.39	2.13	0.74	aussteigen	VERB	VVINF	German/wav/022/GE022_41.wav	DEU022	11	DEV
DEU009_161_24	DEU009_161	DEU	anfallen	a n f a l etu n	10.93	11.5	0.57	anfallen	VERB	VVINF	German/wav/009/GE009_161.wav	DEU009	7	DEV
DEU006_45_1	DEU006_45	DEU	kariert	k a r il r t	0.72	1.21	0.49	karieren	VERB	VVPP	German/wav/006/GE006_45.wav	DEU006	6	DEV
DEU029_8_14	DEU029_8	DEU	fortgeführt	f o r t g etu f r t	6.56	7.19	0.63	fortführen	VERB	VVPP	German/wav/029/GE029_8.wav	DEU029	9	DEV
DEU029_48_18	DEU029_48	DEU	anbieten	a n b il t etu n	6.67	7.23	0.56	anbieten	VERB	VVINF	German/wav/029/GE029_48.wav	DEU029	7	DEV
DEU048_38_10	DEU048_38	DEU	intervenieren	i n t etu r v el n il r etu n	2.51	3.28	0.77	intervenieren	VERB	VVINF	German/wav/048/GE048_38.wav	DEU048	12	DEV
DEU026_61_10	DEU026_61	DEU	geschrien	g etu S r il n	2.67	3.28	0.61	schreien	VERB	VVPP	German/wav/026/GE026_61.wav	DEU026	6	DEV
DEU066_4_8	DEU066_4	DEU	aufgewendet	a u f g etu v e n d etu t	2.52	3.19	0.67	aufwenden	VERB	VVFIN	German/wav/066/GE066_4.wav	DEU066	11	DEV
DEU005_12_15	DEU005_12	DEU	zugesprochen	ts ul g etu S p r o x etu n	6.07	6.61	0.54	zusprechen	VERB	VVPP	German/wav/005/GE005_12.wav	DEU005	11	DEV
DEU020_17_20	DEU020_17	DEU	zersplittert	ts e r S p l i t etu r t	8.01	8.65	0.64	zersplittern	VERB	VVPP	German/wav/020/GE020_17.wav	DEU020	11	DEV
DEU006_69_12	DEU006_69	DEU	hochgerüstet	h ol x g etu r s t etu t	3.5	4.23	0.73	hochgerüstet	VERB	VVPP	German/wav/006/GE006_69.wav	DEU006	10	DEV
DEU010_170_10	DEU010_170	DEU	gebunden	g etu b u n d etu n	2.6	3.27	0.67	binden	VERB	VVPP	German/wav/010/GE010_170.wav	DEU010	8	DEV
DEU027_23_4	DEU027_23	DEU	erscheinen	e r S a i n etu n	1.19	1.68	0.49	erscheinen	VERB	VVFIN	German/wav/027/GE027_23.wav	DEU027	8	DEV
DEU006_65_8	DEU006_65	DEU	vorweisen	f ol r v a i z etu n	3.25	3.84	0.59	vorweisen	VERB	VVINF	German/wav/006/GE006_65.wav	DEU006	9	DEV
DEU006_6_12	DEU006_6	DEU	einzuwirken	a i n ts ul v i r k etu n	5.83	6.55	0.72	einwirken	VERB	VVINF	German/wav/006/GE006_6.wav	DEU006	11	DEV
DEU035_33_11	DEU035_33	DEU	aufgewachsen	aU f g etu v a k s etu n	3.93	4.66	0.73	aufwachsen	VERB	VVPP	German/wav/035/GE035_33.wav	DEU035	10	DEV
DEU053_10_12	DEU053_10	DEU	aufzufallen	a u f ts ul f a l etu n	4.94	5.72	0.78	auffallen	VERB	VVIZU	German/wav/053/GE053_10.wav	DEU053	10	DEV
DEU051_76_6	DEU051_76	DEU	gründeten	g r n d etu t etu n	1.56	2.0	0.44	gründen	VERB	VVFIN	German/wav/051/GE051_76.wav	DEU051	8	DEV
DEU077_101_11	DEU077_101	DEU	verpassen	f e r p a s etu n	5.31	5.88	0.57	verpassen	VERB	VVINF	German/wav/077/GE077_101.wav	DEU077	8	DEV
DEU020_46_10	DEU020_46	DEU	teilnahmen	t a i l n al m etu n	3.12	3.64	0.52	teilnahmen	VERB	VVINF	German/wav/020/GE020_46.wav	DEU020	9	DEV
